    Lp	    Lc	 Width	  Wall	File 
 3.170	 3.400	21.665	10.010	                        
 2.980	 3.540	25.761	 0.000	                        
 0.380	 0.650	19.972	 0.000	                        
 2.240	 2.440	25.177	12.320	                        
 1.160	 1.330	40.599	10.780	                        
 0.760	 0.830	19.643	 5.390	                        
 1.290	 1.380	45.382	14.630	                        
 0.040	 0.040	 0.000	 0.000	                        
 3.000	 3.190	38.544	19.250	                        
 0.180	 0.180	 0.000	 0.000	                        
 1.580	 2.010	27.335	 0.000	                        
 1.650	 2.730	25.725	 0.000	                        
 1.200	 2.350	22.271	 0.000	                        
 1.620	 1.780	23.198	 0.000	                        
 1.050	 1.140	37.634	 9.240	                        
 0.660	 0.790	18.518	 9.240	                        
 0.770	 0.810	27.571	 0.000	                        
 1.560	 1.700	20.401	 0.000	                        
 1.280	 1.360	27.375	12.320	                        
 0.190	 0.190	 0.000	 0.000	                        
 0.670	 1.080	26.993	 0.000	                        
 0.300	 0.360	12.037	 0.000	                        
 0.070	 0.070	 0.000	 0.000	                        
 0.400	 0.540	26.242	 9.240	                        
 0.140	 0.180	 0.000	 0.000	                        
 0.280	 0.350	10.943	 0.000	                        
 0.580	 0.700	23.181	 0.000	                        
 0.430	 0.490	16.751	 3.080	                        
 1.690	 1.920	16.717	 0.000	                        
 0.170	 0.170	 0.000	 0.000	                        
 2.170	 2.400	30.974	13.860	                        
 1.550	 3.460	21.834	 0.000	                        
 2.060	 2.190	14.145	 6.930	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.500	 0.570	19.298	 9.240	                        
 3.780	 3.910	37.312	 0.000	                        
 2.280	 3.010	 0.000	 0.000	                        
 1.520	 2.390	30.468	 0.000	                        
 0.320	 0.340	28.777	 3.850	                        
 0.680	 0.860	22.420	 0.000	                        
 2.530	 3.660	39.793	 8.470	                        
 0.660	 1.040	27.289	 0.000	                        
 0.760	 1.410	19.717	 0.000	                        
 1.420	 2.190	31.778	 9.240	                        
 0.780	 1.140	32.489	12.320	                        
 0.780	 0.830	41.236	11.550	                        
 0.750	 0.760	30.641	 0.000	                        
 3.370	 3.530	17.968	 0.000	                        
 0.030	 0.040	 0.000	 0.000	                        
 0.790	 0.960	12.864	 6.160	                        
 0.110	 0.120	 0.000	 0.000	                        
 2.410	 3.290	15.007	 6.160	                        
 0.070	 0.070	 0.000	 0.000	                        
 0.490	 0.770	35.624	17.710	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.310	 0.650	21.553	 0.000	                        
 0.440	 0.560	22.161	 0.000	                        
 0.410	 0.410	22.944	 0.000	                        
 1.320	 2.210	26.192	 0.000	                        
 0.890	 1.070	21.336	 8.470	                        
 1.220	 1.250	19.794	 0.000	                        
 0.600	 0.890	22.664	 0.000	                        
 2.190	 2.460	31.265	12.320	                        
 0.170	 0.170	 0.000	 0.000	                        
 2.100	 3.150	31.714	13.090	                        
 0.360	 0.660	18.275	 0.000	                        
 1.790	 3.730	39.419	 0.000	                        
 0.930	 1.170	27.471	 0.000	                        
 0.210	 0.220	20.564	 4.620	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.600	 0.780	21.111	 0.000	                        
 1.150	 1.460	40.191	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.090	 0.100	 0.000	 0.000	                        
 3.020	 3.340	36.978	17.710	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.150	 0.170	 0.000	 0.000	                        
 0.230	 0.250	11.289	 3.850	                        
 1.640	 1.740	33.531	13.860	                        
 0.650	 0.680	41.422	18.480	                        
 1.140	 1.320	33.262	 0.000	                        
 1.990	 3.730	31.379	 0.000	                        
 0.600	 0.670	39.484	18.480	                        
 0.230	 0.520	23.864	 0.000	                        
 0.320	 0.490	13.706	 3.850	                        
 0.130	 0.140	 0.000	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 2.350	 2.430	 9.888	 3.850	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.860	 1.690	35.825	 0.000	                        
 0.140	 0.170	 0.000	 0.000	                        
 1.290	 1.360	34.422	13.860	                        
 0.990	 1.020	32.694	13.090	                        
 1.270	 1.400	27.611	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 2.240	 2.350	36.018	10.010	                        
 0.070	 0.070	 0.000	 0.000	                        
 0.960	 1.840	30.038	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 1.720	 2.000	28.995	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.580	 0.830	14.589	 0.000	                        
 0.320	 0.330	20.806	 0.000	                        
 1.100	 1.740	23.425	 0.000	                        
 0.610	 0.660	33.133	 0.000	                        
 2.350	 2.730	33.466	13.090	                        
 1.090	 1.160	23.241	11.550	                        
 0.220	 0.240	 0.000	 0.000	                        
 2.880	 3.020	24.985	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 1.550	 1.710	34.511	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.330	 0.350	34.490	 3.850	                        
 1.470	 1.890	34.212	16.940	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.680	 1.070	29.231	13.860	                        
 0.630	 0.680	32.816	15.400	                        
 0.270	 0.290	 0.000	 0.000	                        
 0.030	 0.030	 0.000	 0.000	                        
 2.950	 3.160	28.999	10.010	                        
 0.200	 0.200	21.755	10.010	                        
 0.490	 0.520	23.059	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 1.510	 2.800	28.582	 0.000	                        
 0.560	 0.600	31.575	 6.930	                        
 0.260	 0.270	18.843	 9.240	                        
 1.620	 2.220	21.599	10.780	                        
 0.820	 1.250	30.839	 0.000	                        
 1.040	 1.810	24.631	 0.000	                        
 0.390	 0.680	15.280	 0.000	                        
 0.800	 0.980	21.488	 0.000	                        
 0.070	 0.070	 0.000	 0.000	                        
 0.550	 1.420	17.965	 0.000	                        
 0.190	 0.210	 0.000	 0.000	                        
 1.200	 1.570	24.782	 0.000	                        
 0.380	 0.790	27.170	 0.000	                        
 0.830	 0.890	27.309	13.090	                        
 1.780	 3.040	35.619	 0.000	                        
 1.960	 2.050	30.540	 0.000	                        
 2.580	 2.710	29.056	 2.310	                        
 0.350	 0.360	25.636	 0.000	                        
 0.390	 0.430	19.573	 0.000	                        
 1.370	 1.780	24.565	 0.000	                        
 3.350	 3.570	30.694	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.720	 1.350	38.387	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.800	 0.890	18.040	 0.000	                        
 0.180	 0.200	27.348	12.320	                        
 0.200	 0.210	 9.940	 4.620	                        
 0.920	 0.960	33.247	11.550	                        
 1.310	 1.440	25.969	 0.000	                        
 1.000	 1.090	22.618	 0.000	                        
 0.560	 0.870	26.838	 0.000	                        
 2.000	 2.040	37.591	18.480	                        
 0.610	 0.670	103.329	24.640	                        
 1.400	 1.550	33.514	14.630	                        
 0.950	 1.070	33.044	14.630	                        
 3.040	 3.320	35.494	 0.000	                        
 0.200	 0.210	14.531	 6.160	                        
 1.310	 1.370	35.868	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 2.550	 2.680	26.314	 5.390	                        
 0.140	 0.150	 0.000	 0.000	                        
 1.700	 1.860	18.748	 0.000	                        
 0.100	 0.110	 0.000	 0.000	                        
 0.650	 0.700	37.702	 6.930	                        
 0.860	 0.890	21.954	 0.000	                        
 0.830	 1.320	32.852	 0.000	                        
 0.270	 0.290	25.837	 0.000	                        
 1.130	 1.180	21.279	 9.240	                        
 2.030	 2.390	24.632	 0.000	                        
 0.840	 1.030	27.897	 0.000	                        
 0.880	 1.190	35.020	 0.000	                        
 0.550	 0.790	24.019	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.640	 0.720	23.607	 9.240	                        
 0.490	 0.500	 9.192	 3.850	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.630	 1.230	24.619	 0.000	                        
 0.700	 0.740	27.245	 0.000	                        
 0.730	 0.990	29.453	 0.000	                        
 4.380	 4.580	36.641	 0.000	                        
 0.180	 0.200	16.309	 7.700	                        
 0.890	 0.920	27.505	 0.000	                        
 0.340	 0.460	18.655	 0.000	                        
 2.190	 2.420	 0.000	 0.000	                        
 0.650	 0.720	22.079	 0.000	                        
 1.270	 1.480	27.947	10.010	                        
 1.140	 1.350	28.984	13.860	                        
 0.180	 0.180	 0.000	 0.000	                        
 2.810	 3.030	22.883	 0.000	                        
 1.180	 1.250	27.571	 0.000	                        
 0.700	 0.750	19.218	 9.240	                        
 0.960	 1.720	32.966	 0.000	                        
 1.200	 1.330	24.458	 0.000	                        
 2.780	 2.910	34.719	12.320	                        
 0.190	 0.200	18.927	 9.240	                        
 1.290	 1.890	35.218	14.630	                        
 0.690	 1.380	22.677	 0.000	                        
 0.730	 0.800	25.826	 0.000	                        
 0.180	 0.250	20.762	10.010	                        
 0.120	 0.130	 0.000	 0.000	                        
 0.170	 0.180	 0.000	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 1.130	 1.190	51.676	20.790	                        
 2.670	 2.730	16.991	 8.470	                        
 0.260	 0.280	13.208	 5.390	                        
 0.230	 0.230	14.291	 6.160	                        
 2.460	 2.670	15.303	 0.000	                        
 1.420	 1.630	25.857	 0.000	                        
 0.390	 0.410	21.872	 5.390	                        
 0.850	 0.920	21.948	 0.000	                        
 1.260	 1.650	34.442	 0.000	                        
 1.330	 2.070	43.300	 0.000	                        
 3.100	 3.340	28.403	 0.000	                        
 2.130	 2.410	23.488	 0.000	                        
 0.600	 0.690	22.783	 9.240	                        
 0.170	 0.260	14.215	 0.000	                        
 2.220	 2.550	32.039	 0.000	                        
 1.130	 1.190	17.709	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 2.430	 2.820	22.511	10.010	                        
 0.360	 0.680	13.186	 0.000	                        
 0.770	 0.810	22.573	 0.000	                        
 1.930	 2.070	24.875	 0.000	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.600	 0.760	20.617	 0.000	                        
 2.610	 2.740	21.887	10.010	                        
 0.430	 0.500	17.960	 6.930	                        
 0.550	 0.570	32.010	15.400	                        
 0.730	 0.830	24.971	 7.700	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.100	 0.110	 0.000	 0.000	                        
 1.170	 1.810	25.165	 0.000	                        
 1.130	 1.180	29.880	14.630	                        
 1.280	 1.650	26.490	 0.000	                        
 0.780	 0.840	20.402	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.180	 0.190	 0.000	 0.000	                        
 1.060	 1.560	21.980	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.550	 0.580	51.750	 4.620	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.860	 0.940	31.155	 0.000	                        
 1.380	 1.490	21.358	 0.000	                        
 0.460	 0.600	21.302	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 1.090	 2.260	25.181	 0.000	                        
 0.070	 0.100	 0.000	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.760	 0.910	20.814	 0.000	                        
 1.550	 2.410	21.835	10.780	                        
 1.280	 1.740	39.083	19.250	                        
 0.620	 0.670	22.774	 0.000	                        
 0.990	 1.020	33.618	 7.700	                        
 0.260	 0.270	 0.000	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 2.160	 2.300	30.348	13.090	                        
 0.470	 0.490	30.448	10.780	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.220	 0.220	10.271	 3.850	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.730	 0.770	45.832	22.330	                        
 0.280	 0.320	25.652	 0.000	                        
 0.160	 0.170	 0.000	 0.000	                        
 0.590	 0.620	17.543	 0.000	                        
 1.310	 2.150	27.177	 0.000	                        
 2.150	 3.080	27.616	 0.000	                        
 1.710	 1.820	19.756	 0.000	                        
 0.500	 0.550	17.440	 4.620	                        
 1.050	 1.110	42.655	14.630	                        
 2.900	 3.030	31.037	 0.000	                        
 2.360	 3.300	26.895	 0.000	                        
 0.800	 1.420	37.283	 0.000	                        
 1.110	 1.500	16.026	 0.000	                        
 0.330	 0.420	19.538	 4.620	                        
 2.310	 2.750	17.909	 0.000	                        
 1.100	 2.050	24.863	 0.000	                        
 0.040	 0.040	 0.000	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.160	 0.160	 0.000	 0.000	                        
 2.790	 2.920	27.081	 0.000	                        
 0.210	 0.210	16.289	 3.080	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.560	 0.680	20.821	 9.240	                        
 0.510	 0.950	15.064	 0.000	                        
 1.640	 1.750	23.624	 0.000	                        
 0.290	 0.390	26.683	10.010	                        
 0.750	 1.250	34.574	 0.000	                        
 1.270	 1.710	25.810	12.320	                        
 0.490	 0.560	30.792	 0.000	                        
 2.190	 2.830	27.433	 0.000	                        
 0.820	 0.870	16.782	 0.000	                        
 0.970	 1.180	18.116	 0.000	                        
 2.930	 3.160	45.932	 0.000	                        
 0.040	 0.040	 0.000	 0.000	                        
 1.710	 2.040	34.121	 0.000	                        
 2.230	 2.420	 7.117	 0.000	                        
 0.550	 0.790	24.384	 0.000	                        
 3.130	 3.290	29.471	14.630	                        
 0.420	 0.440	19.793	 4.620	                        
 0.460	 0.490	20.591	 8.470	                        
 0.280	 0.290	14.314	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 0.200	 0.270	48.487	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.810	 1.610	23.660	 0.000	                        
 1.010	 1.060	21.974	10.010	                        
 1.000	 1.080	27.710	13.090	                        
 0.010	 0.010	 0.000	 0.000	                        
 0.760	 1.550	25.544	 0.000	                        
 0.440	 0.950	22.917	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 1.120	 1.200	25.829	12.320	                        
 2.840	 2.990	17.107	 0.000	                        
 0.320	 0.580	59.809	 9.240	                        
 1.560	 1.980	17.891	 0.000	                        
 0.260	 0.260	10.631	 0.770	                        
 2.890	 3.100	26.252	13.090	                        
 0.980	 1.220	52.813	10.780	                        
 2.840	 3.970	14.253	 0.000	                        
 0.440	 0.490	25.634	 0.000	                        
 0.390	 0.400	20.207	 6.930	                        
 0.120	 0.120	 0.000	 0.000	                        
 3.360	 3.490	25.366	11.550	                        
 0.570	 0.930	38.346	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.980	 1.060	27.749	13.090	                        
 1.700	 2.650	39.865	13.090	                        
 0.180	 0.180	 0.000	 0.000	                        
 1.410	 2.090	16.063	 7.700	                        
 2.390	 2.500	13.207	 0.000	                        
 0.870	 1.050	46.562	 0.000	                        
 0.130	 0.150	 0.000	 0.000	                        
 0.640	 0.750	23.506	 0.000	                        
 0.700	 0.820	22.511	 0.000	                        
 0.800	 1.210	36.049	 0.000	                        
 0.320	 0.370	27.464	 0.000	                        
 0.150	 0.170	 0.000	 0.000	                        
 1.700	 1.840	21.950	10.780	                        
 1.520	 2.820	35.229	 0.000	                        
 1.430	 1.530	34.777	14.630	                        
 2.240	 2.360	22.788	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.670	 0.750	26.389	 6.160	                        
 0.290	 0.350	14.361	 5.390	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.890	 0.930	18.335	 8.470	                        
 1.360	 1.570	28.321	 0.000	                        
 3.040	 3.400	15.645	 0.000	                        
 1.250	 1.910	27.270	 0.000	                        
 1.290	 1.460	23.589	 0.000	                        
 3.170	 3.310	34.881	16.940	                        
 1.670	 1.790	26.254	 0.000	                        
 0.990	 1.050	51.214	14.630	                        
 1.330	 1.390	26.705	13.090	                        
 2.420	 4.400	22.770	 0.000	                        
 1.020	 2.240	27.071	 0.000	                        
 2.900	 3.180	40.193	16.940	                        
 2.140	 2.330	33.157	 0.000	                        
 1.290	 1.370	43.305	18.480	                        
 0.050	 0.050	 0.000	 0.000	                        
 2.080	 2.320	31.494	 0.000	                        
 0.840	 0.870	26.436	13.090	                        
 0.560	 0.600	16.583	 7.700	                        
 1.100	 1.220	35.764	 0.000	                        
 0.740	 0.810	17.656	 8.470	                        
 0.630	 0.670	38.760	13.090	                        
 0.400	 0.430	24.865	12.320	                        
 1.610	 1.700	42.216	10.780	                        
 0.460	 0.720	19.805	 0.000	                        
 0.850	 0.970	19.737	 0.000	                        
 0.210	 0.220	12.373	 0.000	                        
 0.090	 0.100	 0.000	 0.000	                        
 0.870	 1.210	25.267	 0.000	                        
 2.180	 2.820	48.594	16.940	                        
 1.220	 2.040	32.616	 0.000	                        
 0.250	 0.280	19.987	 8.470	                        
 0.730	 0.830	47.482	 0.000	                        
 0.310	 0.330	16.859	 0.000	                        
 2.900	 3.290	22.134	 0.000	                        
 0.890	 0.930	14.833	 6.930	                        
 0.070	 0.070	 0.000	 0.000	                        
 1.050	 1.090	21.471	 0.000	                        
 0.140	 0.150	 0.000	 0.000	                        
 2.370	 2.980	13.639	 0.000	                        
 1.100	 2.020	42.519	 0.000	                        
 0.670	 0.800	17.970	 0.000	                        
 0.160	 0.160	 0.000	 0.000	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.870	 0.900	63.424	19.250	                        
 0.370	 0.510	26.583	 0.000	                        
 1.410	 2.340	33.210	 0.000	                        
 0.030	 0.030	 0.000	 0.000	                        
 2.260	 3.110	19.414	 9.240	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.890	 1.110	46.381	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.290	 0.340	11.527	 0.000	                        
 2.870	 3.010	36.567	16.170	                        
 0.440	 0.610	24.960	 0.000	                        
 1.380	 2.590	19.200	 0.000	                        
 0.670	 1.350	30.315	 0.000	                        
 2.550	 2.770	16.948	 8.470	                        
 0.190	 0.200	10.723	 4.620	                        
 2.360	 3.860	20.287	 4.620	                        
 0.860	 1.570	41.071	 0.000	                        
 0.350	 0.390	38.932	14.630	                        
 1.980	 3.180	31.060	 0.000	                        
 0.690	 1.410	44.117	 0.000	                        
 0.320	 0.320	15.938	 6.160	                        
 0.440	 0.480	 0.000	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.200	 0.200	15.130	 0.000	                        
 2.730	 2.840	22.752	 0.000	                        
 0.590	 1.000	24.553	 0.000	                        
 1.480	 1.580	26.112	 0.000	                        
 0.610	 1.000	16.292	 0.000	                        
 0.770	 0.880	26.927	 0.000	                        
 2.620	 4.980	28.574	13.860	                        
 2.080	 2.650	16.659	 0.000	                        
 2.330	 3.470	20.483	 0.000	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.740	 0.780	20.983	 9.240	                        
 1.160	 1.240	27.031	 0.000	                        
 0.360	 0.410	11.271	 5.390	                        
 2.820	 2.990	27.367	 0.000	                        
 0.240	 0.260	23.246	 0.000	                        
 0.030	 0.030	 0.000	 0.000	                        
 0.320	 0.340	16.605	 0.000	                        
 0.800	 1.030	21.464	 0.000	                        
 1.300	 1.510	41.483	16.940	                        
 0.240	 0.240	13.027	 6.160	                        
 0.490	 0.710	25.220	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.230	 0.270	21.865	 0.000	                        
 1.200	 1.860	22.829	 0.000	                        
 1.230	 1.300	25.351	 0.000	                        
 2.840	 3.110	21.296	 0.000	                        
 0.540	 0.590	26.890	 0.000	                        
 0.240	 0.250	13.501	 6.160	                        
 0.910	 1.140	35.505	12.320	                        
 0.520	 0.580	23.885	11.550	                        
 1.160	 1.250	30.579	 0.000	                        
 0.390	 0.440	20.428	10.010	                        
 0.800	 0.830	26.230	10.780	                        
 0.570	 1.110	45.380	 0.000	                        
 1.250	 1.480	41.889	17.710	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.170	 0.170	 0.000	 0.000	                        
 1.430	 1.630	25.302	 0.000	                        
 1.670	 2.220	19.263	 9.240	                        
 3.120	 3.270	26.464	11.550	                        
 0.050	 0.050	 0.000	 0.000	                        
 1.450	 2.510	31.805	 0.000	                        
 1.860	 2.000	22.494	 0.000	                        
 2.080	 2.380	28.539	 0.000	                        
 0.590	 0.880	27.798	 0.000	                        
 2.260	 2.450	52.435	14.630	                        
 0.430	 0.460	35.354	 0.000	                        
 0.030	 0.040	 0.000	 0.000	                        
 1.160	 1.290	28.232	13.090	                        
 0.490	 0.520	50.906	 5.390	                        
 1.120	 1.250	37.659	 9.240	                        
 1.100	 1.840	30.594	 0.000	                        
 3.640	 4.320	28.620	 0.000	                        
 0.170	 0.170	 0.000	 0.000	                        
 2.270	 2.450	37.405	16.170	                        
 1.990	 2.050	37.808	12.320	                        
 0.070	 0.080	 0.000	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 2.410	 2.640	21.565	 7.700	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.430	 0.450	22.574	 0.000	                        
 1.070	 1.300	46.340	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.430	 0.630	21.564	 0.000	                        
 0.490	 0.520	43.065	20.790	                        
 1.820	 2.460	50.314	10.010	                        
 1.670	 1.740	23.302	11.550	                        
 1.640	 1.800	30.062	11.550	                        
 0.120	 0.130	 0.000	 0.000	                        
 0.680	 0.740	33.920	13.090	                        
 2.130	 2.340	21.715	10.780	                        
 0.140	 0.150	 0.000	 0.000	                        
 0.890	 1.800	35.522	 0.000	                        
 1.350	 1.980	24.404	 0.000	                        
 0.150	 0.180	 0.000	 0.000	                        
 1.130	 1.170	20.738	10.010	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.180	 0.190	 0.000	 0.000	                        
 1.110	 1.520	43.531	16.170	                        
 0.820	 0.850	16.751	 7.700	                        
 0.470	 1.110	11.143	 0.000	                        
 1.110	 1.240	39.196	18.480	                        
 0.090	 0.090	 0.000	 0.000	                        
 1.350	 1.680	28.978	 0.000	                        
 0.340	 0.420	16.347	 3.850	                        
 2.820	 2.970	24.292	 0.000	                        
 1.040	 1.310	46.176	14.630	                        
 3.490	 3.640	36.146	 0.000	                        
 0.590	 0.930	26.714	 0.000	                        
 2.390	 2.570	13.841	 6.160	                        
 0.360	 0.410	14.234	 6.160	                        
 0.530	 0.650	18.261	 0.000	                        
 0.140	 0.150	 0.000	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.440	 0.520	14.417	 6.930	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.310	 0.320	17.182	 6.930	                        
 0.800	 0.890	21.447	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 2.800	 3.020	25.577	 0.000	                        
 2.100	 2.300	26.341	12.320	                        
 0.610	 0.640	21.874	10.780	                        
 2.120	 2.820	27.985	 0.000	                        
 1.100	 1.170	31.473	13.860	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.380	 0.420	18.959	 0.000	                        
 0.340	 0.360	16.425	 3.080	                        
 1.490	 2.000	17.930	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 0.890	 1.040	24.501	 0.000	                        
 0.240	 0.270	19.927	 9.240	                        
 0.070	 0.070	 0.000	 0.000	                        
 1.140	 2.090	26.793	 0.000	                        
 0.300	 0.320	11.614	 5.390	                        
 1.530	 1.650	28.327	 0.000	                        
 1.400	 1.580	22.207	 0.000	                        
 0.840	 0.870	24.078	 0.000	                        
 0.930	 1.130	24.816	10.780	                        
 1.130	 1.230	19.428	 0.000	                        
 1.260	 1.480	24.013	 0.000	                        
 1.640	 1.760	20.796	 0.000	                        
 2.820	 4.210	23.757	 0.000	                        
 0.180	 0.190	 0.000	 0.000	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.190	 0.200	 9.584	 3.080	                        
 0.490	 0.540	29.277	13.860	                        
 0.200	 0.210	12.089	 5.390	                        
 0.610	 0.820	15.086	 0.000	                        
 0.650	 0.750	24.087	 0.000	                        
 1.500	 1.840	30.680	 8.470	                        
 0.100	 0.110	 0.000	 0.000	                        
 0.150	 0.160	 0.000	 0.000	                        
 0.180	 0.200	10.468	 0.000	                        
 1.830	 1.890	37.779	13.860	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.600	 0.700	31.700	15.400	                        
 0.920	 1.420	29.852	 0.000	                        
 0.110	 0.120	 0.000	 0.000	                        
 0.920	 1.600	31.798	 0.000	                        
 0.220	 0.240	17.188	 0.000	                        
 0.080	 0.090	 0.000	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 2.970	 3.270	34.257	 0.000	                        
 1.350	 1.490	18.946	 6.930	                        
 0.470	 0.490	22.685	 9.240	                        
 1.440	 1.540	18.125	 8.470	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.200	 0.300	19.629	 7.700	                        
 0.300	 0.650	19.304	 0.000	                        
 0.450	 0.540	15.115	 6.930	                        
 2.060	 2.290	30.476	 0.000	                        
 2.230	 2.350	24.617	11.550	                        
 1.370	 2.510	23.150	11.550	                        
 2.760	 2.920	28.529	 0.000	                        
 1.990	 2.520	30.233	 0.000	                        
 0.730	 0.860	24.641	11.550	                        
 0.130	 0.140	 0.000	 0.000	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.700	 0.800	17.467	 7.700	                        
 0.530	 0.850	19.443	 0.000	                        
 0.960	 1.970	19.897	 0.000	                        
 0.890	 1.780	26.452	 0.000	                        
 0.500	 0.540	21.681	 0.000	                        
 1.900	 2.050	32.198	14.630	                        
 1.990	 3.320	23.081	 0.000	                        
 0.490	 0.500	28.029	 7.700	                        
 0.750	 0.850	20.612	 0.000	                        
 0.150	 0.160	 0.000	 0.000	                        
 0.700	 0.890	28.252	 0.000	                        
 0.220	 0.230	10.845	 3.080	                        
 0.380	 0.410	11.436	 5.390	                        
 2.410	 2.550	16.002	 7.700	                        
 2.040	 2.510	27.127	 0.000	                        
 0.320	 0.350	27.189	 0.000	                        
 2.100	 2.210	21.248	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 1.870	 2.700	32.214	 0.000	                        
 0.180	 0.190	 0.000	 0.000	                        
 1.140	 2.000	25.250	 0.000	                        
 0.120	 0.130	 0.000	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 2.280	 3.230	 9.927	 3.850	                        
 3.460	 4.170	45.341	 0.000	                        
 2.330	 2.430	20.181	 0.000	                        
 0.740	 0.750	40.868	14.630	                        
 0.080	 0.080	 0.000	 0.000	                        
 1.740	 1.800	37.851	18.480	                        
 0.390	 0.420	20.532	 9.240	                        
 1.320	 1.560	15.876	 6.160	                        
 0.590	 0.620	20.689	10.010	                        
 0.230	 0.230	11.626	 0.000	                        
 0.240	 0.270	14.833	 6.930	                        
 2.580	 2.830	29.264	14.630	                        
 0.210	 0.230	 9.359	 2.310	                        
 0.370	 0.410	20.534	10.010	                        
 0.350	 0.370	30.993	 9.240	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.410	 0.430	20.590	 5.390	                        
 0.110	 0.110	 0.000	 0.000	                        
 0.270	 0.290	18.899	 6.160	                        
 0.080	 0.080	 0.000	 0.000	                        
 0.650	 1.040	28.550	 0.000	                        
 1.890	 2.000	16.790	 7.700	                        
 0.030	 0.030	 0.000	 0.000	                        
 1.920	 2.150	21.518	 0.000	                        
 0.120	 0.130	 0.000	 0.000	                        
 0.410	 0.460	28.901	 6.160	                        
 0.030	 0.030	 0.000	 0.000	                        
