    Lp	    Lc	 Width	  Wall	File 
 0.210	 0.300	12.891	 4.620	                        
 0.280	 0.280	17.461	 5.390	                        
 1.380	 1.610	30.372	 0.000	                        
 1.440	 2.430	22.671	 0.000	                        
 0.020	 0.020	 0.000	 0.000	                        
 1.300	 1.930	24.703	 0.000	                        
 1.190	 1.820	26.617	 0.000	                        
 1.380	 2.560	26.928	 0.000	                        
 0.780	 0.800	22.673	 6.160	                        
 0.980	 1.070	60.626	27.720	                        
 0.680	 0.710	22.578	 7.700	                        
 0.870	 1.920	32.043	 0.000	                        
 0.140	 0.160	 0.000	 0.000	                        
 3.040	 3.130	20.530	10.010	                        
 1.140	 2.380	24.863	 0.000	                        
 0.190	 0.190	 0.000	 0.000	                        
 0.600	 0.670	17.913	 0.000	                        
 2.090	 2.270	25.847	10.780	                        
 0.210	 0.210	16.226	 6.160	                        
 0.740	 0.790	18.590	 9.240	                        
 1.790	 2.050	41.203	 0.000	                        
 0.720	 0.780	29.315	14.630	                        
 0.790	 1.440	27.481	 0.000	                        
 1.930	 3.310	38.561	19.250	                        
 0.190	 0.200	13.479	 2.310	                        
 2.270	 2.360	22.774	10.780	                        
 0.360	 0.380	13.990	 6.160	                        
 0.130	 0.130	 0.000	 0.000	                        
 4.350	 6.610	36.665	 0.000	                        
 1.470	 2.250	72.159	 0.000	                        
 1.360	 1.670	36.512	14.630	                        
 1.350	 2.800	25.874	 0.000	                        
 0.330	 0.380	21.881	 7.700	                        
 0.500	 0.820	32.555	15.400	                        
 1.920	 2.040	29.694	 0.000	                        
 0.410	 0.470	24.861	 0.000	                        
 0.950	 1.000	36.340	 8.470	                        
 2.280	 2.450	45.719	10.780	                        
 1.040	 2.310	40.813	 0.000	                        
 0.800	 1.010	32.449	 7.700	                        
 2.640	 2.870	22.828	10.010	                        
 1.640	 1.760	30.233	 0.000	                        
 1.400	 1.480	28.485	 0.000	                        
 0.420	 0.930	36.401	 0.000	                        
 0.910	 2.140	22.401	 0.000	                        
 2.380	 2.610	26.358	 4.620	                        
 0.050	 0.050	 0.000	 0.000	                        
 1.390	 1.840	29.436	 0.000	                        
 1.560	 2.480	20.209	 0.000	                        
 0.330	 0.490	10.973	 4.620	                        
 0.490	 0.520	18.456	 0.000	                        
 0.320	 0.620	14.101	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.310	 0.330	36.288	 0.000	                        
 0.780	 0.900	19.612	 0.000	                        
 0.230	 0.240	11.107	 3.850	                        
 0.880	 1.450	32.428	12.320	                        
 1.860	 2.430	24.536	 8.470	                        
 1.070	 1.310	21.419	 0.000	                        
 1.030	 1.610	38.917	 0.000	                        
 2.400	 3.120	 7.632	 3.080	                        
 1.590	 1.720	35.607	17.710	                        
 0.080	 0.080	 0.000	 0.000	                        
 1.610	 1.700	23.067	 0.000	                        
 0.390	 0.870	16.009	 0.000	                        
 1.790	 2.880	23.747	 0.000	                        
 2.830	 3.020	25.650	12.320	                        
 0.670	 1.490	23.290	 0.000	                        
 1.630	 2.650	34.863	10.010	                        
 3.010	 3.180	27.654	 0.000	                        
 0.820	 1.730	24.842	 0.000	                        
 0.330	 0.350	17.069	 6.160	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.500	 0.680	13.815	 0.000	                        
 0.140	 0.150	 0.000	 0.000	                        
 0.320	 0.340	14.230	 6.930	                        
 1.610	 1.680	35.020	16.170	                        
 0.160	 0.160	 0.000	 0.000	                        
 0.730	 1.060	17.994	 0.000	                        
 1.980	 2.750	18.681	 9.240	                        
 2.210	 2.400	41.584	 0.000	                        
 1.470	 1.540	18.621	 0.000	                        
 0.350	 0.670	18.990	 0.000	                        
 1.010	 1.470	25.682	 0.000	                        
 1.110	 1.160	37.447	 9.240	                        
 0.090	 0.100	 0.000	 0.000	                        
 1.520	 1.970	34.704	16.940	                        
 1.680	 2.260	48.460	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.900	 1.830	25.323	 0.000	                        
 0.600	 1.300	17.433	 0.000	                        
 2.090	 2.390	48.501	13.860	                        
 0.470	 0.550	22.502	 0.000	                        
 0.190	 0.200	11.472	 4.620	                        
 0.210	 0.210	10.211	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 0.220	 0.240	15.489	 5.390	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.980	 1.350	33.698	 0.000	                        
 0.150	 0.160	 0.000	 0.000	                        
 0.930	 0.950	32.635	16.170	                        
 2.660	 2.790	33.380	 8.470	                        
 1.640	 1.790	34.912	 0.000	                        
 1.220	 1.320	42.604	16.170	                        
 0.230	 0.250	 8.809	 0.000	                        
 0.300	 0.320	17.695	 0.000	                        
 0.320	 0.560	36.680	16.170	                        
 2.100	 2.610	45.092	21.560	                        
 1.620	 1.800	29.081	 0.000	                        
 0.800	 0.840	17.864	 0.000	                        
 0.590	 0.620	25.099	 9.240	                        
 0.110	 0.130	 0.000	 0.000	                        
 1.300	 2.350	32.224	 0.000	                        
 3.060	 3.900	23.477	 0.000	                        
 0.180	 0.190	 0.000	 0.000	                        
 0.710	 0.930	38.243	 8.470	                        
 1.280	 1.360	26.235	 8.470	                        
 0.920	 1.290	30.577	 0.000	                        
 0.590	 0.640	49.136	 2.310	                        
 0.910	 1.010	48.647	 0.000	                        
 0.360	 0.430	17.566	 0.000	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.950	 2.800	31.095	 0.000	                        
 0.510	 0.550	28.718	 6.930	                        
 0.910	 1.060	27.186	13.090	                        
 1.180	 1.370	27.767	13.860	                        
 0.150	 0.160	 0.000	 0.000	                        
 0.890	 0.930	29.494	10.010	                        
 0.310	 0.390	25.148	 5.390	                        
 0.790	 0.900	28.770	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 2.730	 3.040	39.698	 0.000	                        
 1.050	 1.870	22.517	 0.000	                        
 0.700	 0.760	16.884	 0.000	                        
 0.940	 0.990	13.494	 0.000	                        
 1.870	 2.480	17.998	 0.000	                        
 1.300	 1.780	25.560	 0.000	                        
 0.880	 0.910	21.781	10.780	                        
 0.510	 0.760	25.308	 0.000	                        
 0.150	 0.170	 0.000	 0.000	                        
 1.820	 1.990	29.471	14.630	                        
 1.810	 2.040	27.622	11.550	                        
 0.110	 0.110	 0.000	 0.000	                        
 2.290	 3.560	21.432	 0.000	                        
 0.100	 0.100	 0.000	 0.000	                        
 0.830	 1.450	30.348	 0.000	                        
 0.170	 0.180	 0.000	 0.000	                        
 0.690	 0.740	13.667	 0.000	                        
 1.290	 1.960	33.902	14.630	                        
 0.580	 1.120	25.608	 0.000	                        
 1.020	 1.330	21.450	 0.000	                        
 0.380	 0.700	23.308	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 1.870	 2.040	38.818	17.710	                        
 0.330	 0.570	18.045	 6.160	                        
 0.420	 0.610	17.074	 0.000	                        
 0.780	 1.300	24.084	 0.000	                        
 1.420	 1.540	20.963	 0.000	                        
 0.170	 0.180	 0.000	 0.000	                        
 0.150	 0.150	 0.000	 0.000	                        
 0.350	 0.360	29.668	14.630	                        
 1.260	 1.880	15.614	 7.700	                        
 0.730	 1.080	15.683	 7.700	                        
 1.880	 2.570	28.399	 0.000	                        
 1.510	 2.480	22.541	 0.000	                        
 1.560	 1.850	26.964	 0.000	                        
 0.680	 1.240	26.698	 0.000	                        
 0.910	 0.970	30.262	 0.000	                        
 4.350	 4.540	33.363	 0.000	                        
 0.630	 1.200	34.397	 0.000	                        
 1.900	 2.290	41.612	 0.000	                        
 0.090	 0.090	 0.000	 0.000	                        
 1.880	 2.040	35.619	 0.000	                        
 0.180	 0.190	 0.000	 0.000	                        
 0.560	 0.610	17.782	 7.700	                        
 0.580	 0.930	28.599	 0.000	                        
 2.160	 2.350	25.188	 9.240	                        
 0.760	 0.820	20.311	10.010	                        
 0.160	 0.170	 0.000	 0.000	                        
 1.090	 1.210	43.071	10.780	                        
 1.410	 2.710	17.483	 0.000	                        
 0.430	 0.470	21.771	 7.700	                        
 0.960	 1.040	43.610	16.940	                        
 0.230	 0.230	 0.000	 0.000	                        
 0.900	 0.960	25.589	11.550	                        
 0.090	 0.090	 0.000	 0.000	                        
 1.380	 2.450	27.172	 0.000	                        
 1.350	 1.880	25.291	 0.000	                        
 1.660	 1.770	38.378	 8.470	                        
 0.060	 0.060	 0.000	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 1.020	 1.120	23.655	10.780	                        
 0.140	 0.140	 0.000	 0.000	                        
 0.120	 0.120	 0.000	 0.000	                        
 2.310	 3.510	14.985	 3.080	                        
 0.160	 0.160	 0.000	 0.000	                        
 0.130	 0.130	 0.000	 0.000	                        
 1.880	 2.040	39.425	17.710	                        
 2.030	 2.200	26.782	 0.000	                        
 1.290	 1.920	33.364	16.170	                        
 1.210	 1.550	24.314	 0.000	                        
 1.610	 2.070	30.597	 0.000	                        
 0.700	 0.780	18.016	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 0.670	 0.940	19.404	 0.000	                        
 0.050	 0.050	 0.000	 0.000	                        
 2.230	 2.420	34.344	 0.000	                        
 0.490	 0.850	19.033	 0.000	                        
 0.770	 0.830	26.041	 9.240	                        
 0.980	 2.340	30.980	 0.000	                        
 1.620	 1.870	39.343	15.400	                        
 1.260	 1.390	37.617	 0.000	                        
 1.870	 2.000	27.556	 0.000	                        
 0.670	 0.820	21.016	 0.000	                        
 0.130	 0.190	 0.000	 0.000	                        
